"Part","Type","Type","Brand","牌子","Model","Other Information","其他資料","Place of Manufacture","製造地點","Applicant","申請人","Telephone Number","Approval Expiry Date"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","Vatti","華帝","JZ20Y.2-009BX","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Vatti (H.K.) Limited","華帝（香港）有限公司","2620 1389","2008-07-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","Vatti","華帝","JZ20Y.2-0013BX","CERAMIC TOP PANEL","陶瓷面版","The People's Republic of China","中華人民共和國","Vatti (H.K.) Limited","華帝（香港）有限公司","2620 1389","2008-07-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Cambo","金寶","N-108S","NOT APPLICABLE","不適用","Korea","韓國","Wetol Company Limited","偉圖貿易發展有限公司","2569 6035","2008-04-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Cambo","金寶","N-107","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Wetol Company Limited","偉圖貿易發展有限公司","2569 6035","2010-11-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Cambo","金寶","N-138","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Wetol Company Limited","偉圖貿易發展有限公司","2569 6035","2018-05-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","CooKim","","EGP-1500S","NOT APPLICABLE","不適用","Korea","韓國","Silver Star International Ltd.","銀星國際有限公司","2498 0163","2007-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Crown","皇冠牌","CA-988S","NOT APPLICABLE","不適用","Korea","韓國","Crown Gas Stoves Co., Ltd.","皇冠爐具有限公司","2541 2971","2007-08-07"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Crown","皇冠牌","CA-800S","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Crown Gas Stoves Co., Ltd.","皇冠爐具有限公司","2541 2971","2010-11-08"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Dorbo","多寶","DR-1PC","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Sun Hing Gas Household Utensils Co., Ltd.","新興爐具批發有限公司","2191 3266","2011-01-02"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Gastar","星牌","CK-S168","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Chuen Kwong Hong Ltd","全光行有限公司","2394 6060","2011-03-14"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Gastar","星牌","CI-154TC","NOT APPLICABLE","不適用","Korea","韓國","Chuen Kwong Hong Ltd","全光行有限公司","2394 6060","2006-07-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Gastar","星牌","CI-154TC","NOT APPLICABLE","不適用","Korea","韓國","Chuen Kwong Hong Ltd","全光行有限公司","2394 6060","2012-06-11"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Gastar","星牌","2900W","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Gastar Group Company Limited","星牌集團有限公司","2394 6060","2017-03-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Gastar","星牌","CK-S168","NOT APPLICABLE","不適用","Korea","韓國","Chuen Kwong Hong Ltd","全光行有限公司","2394 6060","2008-08-28"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Goldori","","EGP-1500S","NOT APPLICABLE","不適用","Korea","韓國","Silver Star International Ltd.","銀星國際有限公司","2498 0163","2007-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Hibachi","氣霸","HY-368","NOT APPLICABLE","不適用","Korea","韓國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2008-01-07"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Hibachi","氣霸","HY-623","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2010-12-07"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-35","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2020-12-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZM-1-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2013-01-06"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZM-1-FFD(2)","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2020-07-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-5HP-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2019-09-29"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-3-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2019-10-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-1","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2006-09-27"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-8-FFD","ENAMEL","搪瓷","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2019-09-06"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Iwatani","依華","ZA-2-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2009-09-06"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Japan Home","日本城","EGP-1500S","NOT APPLICABLE","不適用","Korea","韓國","Silver Star International Ltd.","銀星國際有限公司","2498 0163","2007-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Japan Home","日本城","ZJ-5-FFD","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Iwatani Corporation (Hong Kong) Limited","香港岩谷有限公司","2265 0161","2018-11-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Japan Home","日本城","JH-2000F.S.D","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Silver Star International Ltd.","銀星國際有限公司","2498 0163","2011-08-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Kanei","金井","N-107AS","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Wetol Company Limited","偉圖貿易發展有限公司","2569 6035","2010-11-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Kanei","金井","N-128","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Wetol Company Limited","偉圖貿易發展有限公司","2569 6035","2018-05-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Mizuya","日本川和","EGP-1000S","NOT APPLICABLE","不適用","Korea","韓國","A & P International Ltd","A & P 國際有限公司","2305 0668","2008-10-29"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Sarshi","莎士","TLB-102S","NOT APPLICABLE","不適用","Korea","韓國","Fung Lee (Asia) Limited","豐利供應商有限公司","2413 1000","2008-07-21"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Sarshi","莎士","TLB-1003S","NOT APPLICABLE","不適用","Korea","韓國","Fung Lee (Asia) Limited","豐利供應商有限公司","2413 1000","2011-07-04"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Silver Star","銀星","JH-2001F.S.D","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Silver Star International Ltd.","銀星國際有限公司","2498 0163","2011-08-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Silver Star","銀星","NK1002","NOT APPLICABLE","不適用","Korea","韓國","Nan Kee Trading Co., Ltd.","南記貿易有限公司","2422 9268","2008-10-29"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Cassette Cooker","卡式爐 (即棄式石油氣罐)","Silver Star","銀星","EGP-1500S","NOT APPLICABLE","不適用","Korea","韓國","Silver Star International Ltd.","銀星國際有限公司","2498 0163","2007-12-16"
