SCHEDULE NUMBER,NEGOTIATION NUMBER,BLANK1,COMPANY IDENTIFYING INFORMATION ,SIC Code,BLANK2,SIC Code,SIC Code,BLANK3,TYPE OF BARGAINING UNIT,BLANK4,REGIONAL OR STATE,BLANK5,LOCATION,BLANK6,UNION,BLANK7,UNION CODE,BLANK8,NUMBER OF EMPLOYEES,BLANK9,NEGOTIATION DATE,BLANK10,AGREEMENT EFFECTIVE DATE,BLANK11,NEW EXPIRATION DATE,BLANK12,REOPENING DATE,BLANK13,ESCALATOR OVERALL CONTROL,INDEX CODE,BLANK14,TYPE OF ESCALATOR CLAUSE,MINIMUM AND/OR MAXIMUM CODE,BLANK15,CPI BASE YEAR,BLANK16,CPI FORMULA,BLANK17,DATE OF FIRST COST-OF-LIVING REVIEW,BLANK18,DATE OF LAST COST-OF-LIVING REVIEW,BLANK19,WORK STOPPAGE BEGINNING DATE,BLANK20,WORK STOPPAGE ENDING DATE
37011,52,,DANA CORP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7500,,12/17/73,,12/2/73,,12/1/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/6/74,,9/6/76,,,,
37011,53,,DANA CORP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,9000,,12/21/76,,12/2/76,,12/1/79,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/6/77,,9/6/79,,,,
37011,54,,DANA CORP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,8000,,12/3/79,,12/3/79,,12/1/82,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,"BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/6/80,,9/6/82,,,,
37011,55,,DANA CORP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,4700,,3/8/82,,3/8/82,,12/1/84,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/6/83,,9/6/84,,,,
37011,56,,DANA CORP.,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7000,,12/22/83,,12/22/83,,12/5/86,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/1/84,,9/1/86,,,,
37011,57,,DANA CORP.     K4015,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,2500,,1/19/87,,12/1/86,,12/4/89,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/1/87,,9/1/89,,,,
37011,59,,DANA CORP  K 4015,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,3000,,9/23/92,,9/21/92,,12/4/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,6/1/93,,9/1/95,,,,
37015,51,,ROCKWELL INTERNATIONAL COMMERCIAL PRODUCTS GP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5700,,2/7/71,,2/2/71,,2/4/74,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/6/71,,9/1/73,,2/2/71,,2/7/71
37015,52,,ROCKWELL INTERNATIONAL COMMERCIAL PRODUCTS GP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,6200,,3/1/74,,2/5/74,,2/4/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,6/6/74,,9/6/76,,,,
37015,53,,ROCKWELL INTERNATIONAL COMMERCIAL PRODUCTS GP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,6000,,2/25/77,,2/25/77,,2/4/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/6/77,,9/6/79,,2/6/77,,2/25/77
37015,54,,ROCKWELL INTERNATIONAL AUTOMOTIVE GROUP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7000,,2/4/80,,2/4/80,,2/3/83,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/6/80,,9/6/82,,,,
37015,55,,ROCKWELL INTERNATIONAL AUTOMOTIVE GROUP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5200,,9/30/82,,9/30/82,,7/19/85,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/6/83,,3/6/85,,,,
37015,56,,ROCKWELL INT'L AUTOMOTIVE OP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,2761,,7/19/85,,7/19/85,,7/19/88,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/6/85,,3/6/88,,,,
37015,57,,ROCKWELL INTERNATIONAL AUTOMOTIVE OP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,1900,,7/19/88,,7/19/88,,7/19/91,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/5/88,,3/6/91,,,,
37015,58,,ROCKWELL INTERNATIONAL AUTOMOTIVE OPERATION,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,1450,,7/24/91,,7/19/91,,7/19/94,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,6/1/92,,3/1/94,,,,
37015,59,,ROCKWELL INTERNATIONAL AUTOMOTIVE OPERATION,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,1302,,9/30/94,,7/19/94,,7/19/97,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/95,,3/1/97,,,,
37017,51,,FORD MOTOR CO,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,161000,,11/2/70,,11/2/70,,9/14/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/6/71,,6/6/73,,,,
37017,52,,FORD MOTOR CO,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,185000,,10/26/73,,9/15/73,,9/14/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/73,,6/6/76,,,,
37017,53,,FORD MOTOR CO,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,171000,,10/18/76,,10/18/76,,9/14/79,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS","BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/76,,6/6/79,,9/15/76,,10/18/76
37017,54,,FORD MOTOR CO,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,190000,,10/4/79,,9/15/79,,9/14/82,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,"BOSTON, MASSACHUSETTS - CPI-W",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,12/6/79,,12/6/81,,,,
37017,55,,FORD MOTOR CO,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,160000,,2/17/82,,3/1/82,,9/14/84,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,OTHER THAN BLS INDEX,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,12/6/82,,6/6/84,,,,
37017,56,,FORD MOTOR CO,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,114000,,10/28/84,,10/28/84,,9/14/87,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/6/84,,6/6/87,,,,
37017,57,,FORD MOTOR CO,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,104000,,9/30/87,,9/14/87,,9/14/90,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/6/87,,6/6/90,,,,
37017,58,,FORD MOTOR CO,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,100000,,10/21/90,,9/17/90,,9/14/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/90,,6/1/93,,,,
37017,59,,FORD MOTORS CO K 4019,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,95000,,9/29/93,,9/15/93,,9/14/96,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/93,,6/1/96,,,,
37018,51,,GENERAL MOTORS CORP,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,400000,,11/11/70,,11/23/70,,9/14/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/6/71,,6/1/73,,9/15/70,,11/11/70
37018,52,,GENERAL MOTORS CORP,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,415000,,12/10/73,,9/15/73,,9/14/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/73,,6/6/76,,,,
37018,53,,GENERAL MOTORS CORP,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,390000,,12/8/76,,9/15/76,,9/14/79,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS","BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/76,,6/6/79,,11/18/76,,11/19/76
37018,54,,GENERAL MOTORS CORP,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,462000,,9/30/79,,9/15/79,,9/14/82,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,"BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,12/6/79,,6/6/82,,,,
37018,55,,GENERAL MOTORS CORP,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,470000,,4/9/82,,4/9/82,,9/14/84,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,OTHER THAN BLS INDEX,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,12/6/82,,6/6/84,,,,
37018,56,,GENERAL MOTORS CORP.,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,350000,,10/15/84,,10/15/84,,9/14/87,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/6/84,,6/6/87,,9/15/84,,9/24/84
37018,57,,GENERAL MOTORS CORP.,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,335000,,10/25/87,,10/25/87,,9/17/90,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/6/87,,6/6/90,,,,
37018,58,,GENERAL MOTORS CORP      K 4022,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,277000,,9/30/90,,9/17/90,,9/14/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/90,,6/1/93,,,,
37018,59,,GENERAL MOTORS CORP.,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,240000,,11/11/93,,9/15/93,,9/14/96,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/93,,6/1/96,,,,
37020,51,,ROCKWELL INTERNATIONAL AEROSPACE&ELECTRONICS GP,,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,16000,,1/13/72,,12/5/71,,10/1/74,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 17 AND 01,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,7/23/72,,7/21/74,,,,
37020,52,,ROCKWELL INTERNATIONAL AEROSPACE&ELECTRONICS GP,,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,12000,,11/17/74,,10/2/74,,10/1/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/6/75,,7/6/77,,,,
37020,53,,ROCKWELL INTERNATIONAL AEROSPACE&ELECTRONICS GP,,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,8000,,6/12/78,,11/3/77,,6/30/81,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/6/78,,4/6/81,,,,
37020,54,,ROCKWELL INTERNATIONAL AEROSPACE+ELECTRONICS GP,50,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,13000,,9/1/81,,7/4/81,,6/30/84,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/4/82,,4/4/84,,,,
37020,55,,ROCKWELL INTERNATIONAL       K-4084,50,,Transportation Equipment,21,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,16000,,7/1/84,,7/1/84,,6/30/87,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/20/84,,4/4/87,,,,
37020,56,,"ROCKWELL INTERNATIONAL CORP., AEROSPACE GROUP",50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,17000,,6/28/87,,7/4/87,,6/30/90,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/4/87,,4/8/90,,,,
37020,57,,ROCKWELL INTERNATIONAL CORP,50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7500,,7/1/90,,7/7/90,,6/23/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/1/90,,4/1/93,,,,
37020,58,,ROCKWELL INTERNATIONAL,50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,4398,,6/27/93,,6/27/93,,6/24/96,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/1/93,,4/1/96,,,,
37022,51,,AVCO CORP LYCOMING DIV,,,Transportation Equipment,22,,"SINGLE PLANT, ONE COMPANY",,CONNECTICUT,,CT STRATFORD,,AUTO WORKERS,,AUTO WORKERS,,3000,,5/28/73,,5/28/73,,4/15/76,,,,,,,,,,,,,,,,,,4/16/73,,5/28/73
37022,52,,AVCO CORP LYCOMING DIV,,,Transportation Equipment,22,,"SINGLE PLANT, ONE COMPANY",,CONNECTICUT,,"CT,STRATFORD",,AUTO WORKERS,,AUTO WORKERS,,1500,,4/16/76,,4/16/76,,4/15/79,,,,,,,,,,,,,,,,,,,,
37022,53,,AVCO CORP LYCOMING DIV,50,,Transportation Equipment,22,,"SINGLE PLANT, ONE COMPANY",,CONNECTICUT,,"CT,STRATFORD",,AUTO WORKERS,,AUTO WORKERS,,1900,,4/16/79,,4/16/79,,6/30/82,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,10/15/79,,4/1/82,,,,
